Zyklus, bester Fitnesswert Real, Binaer1P, Binaer2P, worstReal, worstBinaer1P, worstBinaer2P
0,45.678001665475264,45.678001665475264,45.678001665475264,161.67987416962092,161.3415000444466,156.70375949809832
1,31.90731954268715,45.678001665475264,45.678001665475264,84.47351467977087,110.366279853776,135.85306222868525
2,29.21545898438602,45.678001665475264,45.678001665475264,51.28778124905559,97.62628124998668,129.22650694473168
3,26.221197267073375,44.81136793435847,45.678001665475264,38.20687755096877,83.42899999996541,114.36341122873435
4,24.11923715679381,44.81136793435847,45.678001665475264,30.840591668039536,77.5194062480662,110.73173972424652
5,24.11923715679381,34.98733985601853,45.678001665475264,27.25822932672349,69.61943735309008,99.77677808853728
6,24.11923715679381,25.740903086677722,45.678001665475264,25.32163387159829,63.15614875701652,95.38623596957389
7,23.99742124629293,25.740903086677722,43.09533199115347,24.57113446586372,53.040233772342255,82.8646933933789
8,23.992627721065777,25.740903086677722,34.8410595219998,24.17784642271733,47.54821532745655,64.22453320723497
9,23.841730205312235,24.447542144298012,34.8410595219998,24.070004467959137,40.29296701335817,62.19729493109619
10,23.678682226320657,24.447542144298012,34.8410595219998,23.99742124629293,38.20534786632869,60.50252840993098
11,23.678682226320657,24.433777957425033,34.8410595219998,23.960110262153574,34.998875676238285,57.74271894932442
12,23.678682226320657,24.07765389755242,31.71730597141011,23.92834898227776,33.24339262149642,52.339835742146775
13,23.672633735304498,23.113850670328155,31.71730597141011,23.87097175708616,29.12494912468039,47.271379974022736
14,23.66416175360976,22.299166458540554,31.71730597141011,23.828649341607264,25.76985040754596,43.53678409192645
15,23.607392748066633,21.13363498781454,28.566377003185504,23.77403447798502,25.338586425031952,40.0459152631876
16,23.607392748066633,20.22598770744608,27.005985555278507,23.736954769247554,24.447542144298012,38.17918403108045
17,23.586542656553735,14.262433027417574,27.005985555278507,23.715029357082212,23.57715864819682,35.22250944175682
18,23.578434050107727,14.262433027417574,27.005985555278507,23.685982193521422,22.90553972351484,34.32255629641138
19,23.479393900020767,14.262433027417574,24.74363551689435,23.666047355749043,22.02394704235824,32.704463164851845
20,23.44835490270715,14.262433027417574,24.74363551689435,23.643759336930188,21.35434803261361,31.409688690884455
21,23.44835490270715,14.262433027417574,20.69585319951999,23.61709049811377,20.866174807325347,29.310268373676198
22,23.44835490270715,14.262433027417574,20.632677812224156,23.56479755333317,19.669418488128365,28.516881426663673
23,23.44835490270715,13.231148119322041,18.078506123528392,23.531716334466957,18.85702775935512,27.603040898027604
24,23.346311852642536,13.231148119322041,15.331181067342536,23.511054266869127,17.93660595533231,26.8132061174782
25,23.346311852642536,12.162726750742165,15.331181067342536,23.49062188065982,16.72398178402708,25.343730292886942
26,23.320748540763596,12.162726750742165,15.331181067342536,23.474687324049913,15.718520347789402,24.228880691556483
27,23.157579390444543,12.162726750742165,13.384857492087837,23.44923346474688,15.040069031915385,22.975147186615487
28,23.157579390444543,8.323351255684504,13.384857492087837,23.405870185481437,14.12365650683823,21.15427266936878
29,23.091481432238364,8.323351255684504,13.384857492087837,23.364633622904748,13.497101133259537,20.292470837347217
30,23.091481432238364,8.323351255684504,13.384857492087837,23.32470161230154,12.941484422238384,18.6745801210091
31,23.091481432238364,7.811741707924915,12.440529068550722,23.28616117071377,12.317307830656537,18.078506123528392
32,22.979946319491713,7.732121769331367,11.95060143313075,23.239355014872675,11.62244290002513,17.26695080919799
33,22.979946319491713,7.732121769331367,11.95060143313075,23.205533237915397,10.755874622226049,16.525290278084956
34,22.979946319491713,5.408796726342021,10.4265098876472,23.172282616339064,9.727957029292593,15.846017090039581
35,22.886713792067034,5.408796726342021,10.4265098876472,23.132783128337227,8.950896422829938,15.28188838295392
36,22.886713792067034,5.408796726342021,10.4265098876472,23.105474207951957,8.428952678901743,14.861322028757238
37,22.848981941180245,5.197737605744246,10.042555812983865,23.07790422361163,7.886663923689065,14.720007399435602
38,22.848981941180245,5.197737605744246,9.063426106530107,23.043674239162836,7.639406060684997,13.819313873759759
39,22.716553169241337,5.197737605744246,9.063426106530107,23.01003038232811,7.222165381475543,13.09636228253604
40,22.716553169241337,5.07704182729159,9.063426106530107,22.961200194612278,6.8737824841708255,12.442227053685997
41,22.716553169241337,4.975799402438206,9.063426106530107,22.929094557739145,6.500817758151611,12.166998681463294
42,22.716553169241337,4.975799402438206,9.063426106530107,22.89454296668499,6.263430414842147,11.612864036442508
43,22.70850210155082,4.7249819958769335,8.936664224480861,22.85814996201918,5.879610862120649,11.195223220929682
44,22.653709882217004,4.356476672582906,8.804097202858378,22.827221829995683,5.656764519669944,10.69334860637044
45,22.62585922514953,4.223006331928009,8.552295160464633,22.796367060636037,5.425389888583584,10.344559276430525
46,22.62585922514953,4.223006331928009,8.552295160464633,22.773321991616946,5.2886858321252195,10.08620385163215
47,22.5006035993279,4.090823834863683,8.552295160464633,22.7561041040721,5.021984886585354,9.769368684089677
48,22.5006035993279,3.765267173883265,8.552295160464633,22.74215592973559,4.9237879654604475,9.578713491080919
49,22.5006035993279,3.765267173883265,8.518831787690434,22.716549622276418,4.788309442378114,9.419466513175125
50,22.428844833904638,3.7570046787780784,8.518831787690434,22.68764768128826,4.693913426584108,9.204137133369342
51,22.428844833904638,3.7570046787780784,7.372295871130506,22.650386283408267,4.582365454691938,9.002933471256025
52,22.428844833904638,3.568562403508429,7.372295871130506,22.623974320743482,4.478992132666464,8.840421131075038
53,22.428844833904638,3.568562403508429,7.309462221883627,22.599855308552065,4.330787783114339,8.744640803355484
54,22.428844833904638,3.4491348646278595,7.309462221883627,22.5638738377811,4.209376954531472,8.664741750207654
55,22.31105338976831,3.4491348646278595,6.883630417853892,22.54309515648538,4.023856335910073,8.549135109688617
56,22.31105338976831,3.4330380226481907,6.631609409502029,22.515063770954793,3.87016088417909,8.494735262976688
57,22.31105338976831,2.281118499811493,6.46906899008023,22.48560682564462,3.7415671606276972,8.416479560656342
58,22.279989115884902,2.281118499811493,6.46906899008023,22.452280874005723,3.668027273130192,8.175810076154951
59,22.16485539659127,2.031333916273408,6.307177796020792,22.420130431466102,3.612498983016056,8.028510495427614
60,22.147846364962046,2.031333916273408,6.28861486460974,22.398318657533903,3.5377918376402677,7.899959363486479
61,22.147846364962046,1.9687995664379396,6.28861486460974,22.35522043819174,3.472660613300849,7.844317718539945
62,22.12772333745214,1.9687995664379396,6.144885715801284,22.320013098011014,3.406846945731942,7.797503326835674
63,22.113887943466036,1.89633615165335,6.144885715801284,22.28507619109302,3.3042966012441304,7.744285758429432
64,22.113887943466036,1.89633615165335,6.144885715801284,22.25145151063092,3.116286515897977,7.623771061307651
65,21.96395426310924,1.7772826777173951,6.1187056956268,22.21284287442775,2.3955333277569215,7.497146263086779
66,21.96395426310924,1.7772826777173951,6.106004096017716,22.180550649192657,2.2668385443268115,6.793530023095706
67,21.96395426310924,1.7772826777173951,6.082273514836126,22.155517524601727,2.1659439153072513,6.566732028721705
68,21.891468510637868,1.772767206238986,6.019755856872402,22.131683925738646,2.077108914367171,6.450873611324284
69,21.891468510637868,1.7340714652360467,5.971281455275718,22.103438724432678,2.0055536421068223,6.37855803671619
70,21.891468510637868,1.6628586637645237,5.971281455275718,22.07645474060611,1.9363334607648768,6.308739660009708
71,21.8748955837493,1.6606433326508248,5.909776810896956,22.046562979901957,1.8942482018433031,6.24933187293889
72,21.786836850222826,1.578756804583648,5.909776810896956,22.01052810916983,1.824732057258324,6.193056607401739
73,21.786836850222826,1.5680771161699671,5.8554108854784435,21.974806590213447,1.7881974352348784,6.142994897850832
74,21.786007232023973,1.557919135131882,5.8554108854784435,21.940980758359522,1.75115969407587,6.1124079024121905
75,21.698273142395283,1.536800328434011,5.3187718054622986,21.913135140342952,1.72831598661611,6.088804621214924
76,21.680186206112495,1.536800328434011,5.3187718054622986,21.891733910518507,1.7045423727028235,6.067810342695668
77,21.66142691754473,1.5208055116296608,5.3187718054622986,21.856137658641636,1.6677323627134757,6.050677704756369
78,21.660723102220352,1.5208055116296608,5.3187718054622986,21.82143031161641,1.652154166310739,6.016694731866675
79,21.586052636901886,1.4821801860624677,5.276689283277296,21.789943700138924,1.6281230738975363,5.996240285946167
80,21.543066637824055,1.449379992044008,5.118326236816244,21.760327723234347,1.6040843521641488,5.959407065532014
81,21.543066637824055,1.449379992044008,5.118326236816244,21.730478161004903,1.576474523156744,5.9438125599893805
82,21.543066637824055,1.449379992044008,5.118326236816244,21.705129133159566,1.565361576992475,5.921336203729141
83,21.543066637824055,1.449379992044008,5.118326236816244,21.677339732422116,1.5520080646533299,5.906688315177907
84,21.500002910783632,1.2959853899585643,5.118326236816244,21.646287597701996,1.5377404519712772,5.878106287303565
85,21.427250910810272,1.2959853899585643,4.765573731898523,21.618969749701996,1.525158870961189,5.856195996404809
86,21.38969256994352,1.2959853899585643,4.765573731898523,21.592937069139204,1.5115577052946247,5.81132962863421
87,21.331865618020448,1.2959853899585643,2.9356418605651453,21.57237610968636,1.498190762298504,5.406395378862339
88,21.331865618020448,1.2959853899585643,2.9356418605651453,21.546329753467063,1.4860026092007448,5.192741986195755
89,21.295313565220457,1.2959853899585643,2.9356418605651453,21.50887540572203,1.4732507532355354,5.1606691494830255
90,21.282073092157944,1.183558490679744,2.9356418605651453,21.475614529248706,1.4636103739432627,5.139732933587488
91,21.282073092157944,1.1194601476065222,2.9356418605651453,21.445913655705066,1.4540823500320572,5.118883511112045
92,21.180012339924268,1.11408155726738,2.5651701533074442,21.418621403132345,1.438873933810131,5.100357057230045
93,21.180012339924268,1.1124173398766715,2.5651701533074442,21.390923577533307,1.429739800268012,5.079553687167965
94,21.180012339924268,1.1124173398766715,2.5651701533074442,21.36280604183647,1.4239201436684137,5.0587006932034315
95,21.127457832519397,1.086945494280639,2.104411990120109,21.3343377247544,1.4108363271836284,5.034203493658249
96,21.12179615259938,1.0550268619962866,1.581414310796593,21.304789386772324,1.3799199732304075,4.872167267245009
97,21.064192207916875,1.0550268619962866,1.4984572456738972,21.27632239729546,1.3326636610915785,4.567413567769264
98,21.064192207916875,1.0550268619962866,1.1001852807749741,21.25026271853439,1.1871832884401068,4.0931487635976875
99,20.960166498289333,1.0550268619962866,1.1001852807749741,21.21169894160244,1.1542142029485543,3.3078656805882436
100,20.960166498289333,1.0550268619962866,1.0409255318308621,21.172304172547598,1.1420926457686873,2.9214664892256836
101,20.960166498289333,1.0518441071307345,1.0409255318308621,21.133689599502105,1.1305793604511252,2.806247454311195
102,20.95277915221972,1.0375326973537269,1.0409255318308621,21.107550059574205,1.1194863625474354,2.5300562297215174
103,20.889065578883347,1.0375326973537269,1.0409255318308621,21.075061117783413,1.1121485934201358,2.429602491478732
104,20.83558028984797,1.0261887248145003,1.0409255318308621,21.03953258595212,1.1054311221116222,2.164302614779618
105,20.821544417372472,1.0261887248145003,1.0409255318308621,21.01401397654505,1.0958022504285592,1.7874130608886398
106,20.78670516056524,1.0261887248145003,1.0409255318308621,20.9905689643898,1.0883038990932878,1.6563119983154153
107,20.78670516056524,1.0261887248145003,1.0409255318308621,20.96083025419923,1.0846298236250531,1.5168213527479537
108,20.735493204875947,0.9967992524065319,1.0409255318308621,20.934745471742833,1.076674748049988,1.4517639096296955
109,20.735493204875947,0.9967992524065319,1.0409255318308621,20.911724177755158,1.0725822941124437,1.3834001106207474
110,20.735493204875947,0.9967992524065319,1.0189732225334325,20.886323303249608,1.0665039405208108,1.2837308605600957
111,20.672534913682288,0.9967992524065319,1.0189732225334325,20.858376305721006,1.0598254373380527,1.2291837089956041
112,20.656354600881496,0.9967992524065319,1.0189732225334325,20.827770831067607,1.0532159254099698,1.188205925336369
113,20.602303485283585,0.9790432970180595,1.0189732225334325,20.8031806610579,1.0472721278389152,1.1495676991638295
114,20.56896862055723,0.9790432970180595,1.0037203541578066,20.773993662540637,1.0440151370868733,1.1290442470906574
115,20.542817133087716,0.9528269472997127,1.0037203541578066,20.74389110086787,1.037354004938713,1.1098148532674499
116,20.542817133087716,0.9528269472997127,0.9618619428375458,20.715056850520572,1.031940793012976,1.0904388578615165
117,20.542817133087716,0.8743667179624002,0.9590533654404783,20.68472036310338,1.027647119462189,1.0805956883747732
118,20.462088789525424,0.8743667179624002,0.9590533654404783,20.65296341480033,1.0245794183558532,1.0701046216258163
119,20.443252727086865,0.8743667179624002,0.9455716111602082,20.62441094705844,1.0224004977777768,1.0617026417082454
120,20.40240045639847,0.8743667179624002,0.9455716111602082,20.60203377328372,1.017773440705252,1.0538100914326192
121,20.39722073628892,0.8743667179624002,0.9455716111602082,20.576035601692357,1.0123375859579709,1.0444697192917172
122,20.39722073628892,0.8085063688739572,0.9088926275255252,20.55251907424709,1.008405837265395,1.0318811703157438
123,20.37033340536209,0.8085063688739572,0.8248957007343543,20.524666568021484,1.0026682310410429,1.0261722950444625
124,20.37033340536209,0.7999865045103949,0.8248957007343543,20.494716036133788,0.9958089503535577,1.023284542022742
125,20.31231829843809,0.7524290123487095,0.8248957007343543,20.471496098750183,0.9891001488764438,1.0217452546692531
126,20.277612455861618,0.7173506780116214,0.8248957007343543,20.452104075070476,0.9807597958028176,1.018653288266124
127,20.277612455861618,0.7173506780116214,0.8248957007343543,20.43704988408416,0.9674586091566556,1.0149739410814598
128,20.266501008806898,0.7070145350030632,0.8248957007343543,20.41348862543583,0.9543872362857894,1.0067359237114146
129,20.22546944829594,0.7070145350030632,0.7163032055855783,20.384603728747937,0.9406879965621713,1.0031227892123369
130,20.162730468358564,0.5142629689462979,0.7163032055855783,20.36348625017081,0.9223307146317568,0.9964441036679021
131,20.11586122410907,0.5142629689462979,0.7163032055855783,20.34526634344507,0.9093364078086615,0.9918590142337304
132,20.11586122410907,0.5142629689462979,0.7163032055855783,20.32606957712662,0.8963084387276171,0.9836242706174771
133,20.089020741466282,0.5142629689462979,0.7163032055855783,20.29518882338602,0.8826221172690011,0.9753241316105988
134,20.089020741466282,0.5142629689462979,0.651601960545066,20.264463495718985,0.8636382579801847,0.9642995368255426
135,20.02464774350635,0.5142629689462979,0.651601960545066,20.230694190042705,0.8372054107064385,0.9511473245289381
136,20.02464774350635,0.5142629689462979,0.6133173465420776,20.202317675263984,0.8206412276000896,0.9390686165418133
