Zyklus, bester Fitnesswert Real, Binaer1P, Binaer2P
1220,15.30556000683755,1.5902928202735143,5.138254973956862
1462,14.708208825110832,0.9984636511001889,3.0281937566645407
1461,14.708208825110832,0.9984636511001889,3.0281937566645407
1460,14.711737380813792,0.9984636511001889,3.0281937566645407
1217,15.30556000683755,1.5902928202735143,5.138254973956862
1459,14.719929482132223,0.9984636511001889,3.0281937566645407
1216,15.30556000683755,1.5902928202735143,5.138254973956862
1458,14.719929482132223,0.9984636511001889,3.0281937566645407
1215,15.30556000683755,1.5902928202735143,5.138254973956862
1457,14.719929482132223,0.9984636511001889,3.0281937566645407
1214,15.328004833889377,1.5902928202735143,5.138254973956862
1456,14.719929482132223,0.9984636511001889,3.0281937566645407
1213,15.328004833889377,1.5902928202735143,5.138254973956862
1455,14.719929482132223,0.9984636511001889,3.0281937566645407
1212,15.328004833889377,1.5902928202735143,5.138254973956862
1454,14.719929482132223,0.9984636511001889,3.0281937566645407
1211,15.328004833889377,1.5902928202735143,5.138254973956862
1453,14.724095637300994,0.9984636511001889,3.0281937566645407
1210,15.345993279803727,1.5902928202735143,5.138254973956862
1452,14.724095637300994,0.9984636511001889,3.0281937566645407
1219,15.30556000683755,1.5902928202735143,5.138254973956862
1218,15.30556000683755,1.5902928202735143,5.138254973956862
1231,15.259632646355794,1.5902928202735143,4.59450015880399
1473,14.692188599077905,0.9984636511001889,3.0281937566645407
1230,15.27860655973701,1.5902928202735143,4.674185158550241
1472,14.693701266784018,0.9984636511001889,3.0281937566645407
1471,14.693701266784018,0.9984636511001889,3.0281937566645407
1470,14.693701266784018,0.9984636511001889,3.0281937566645407
0,69.19254999999991,69.19254999999991,69.19254999999991
1228,15.27860655973701,1.5902928202735143,5.138254973956862
1,46.017362500000004,62.40963749436259,69.19254999999991
1227,15.27860655973701,1.5902928202735143,5.138254973956862
1469,14.693701266784018,0.9984636511001889,3.0281937566645407
2,32.87766093749499,62.40963749436259,69.19254999999991
1226,15.27860655973701,1.5902928202735143,5.138254973956862
1468,14.693701266784018,0.9984636511001889,3.0281937566645407
3,23.712866796875005,62.40963749436259,69.19254999999991
1225,15.27860655973701,1.5902928202735143,5.138254973956862
1467,14.693701266784018,0.9984636511001889,3.0281937566645407
4,20.776538232421913,56.53010098876954,69.19254999999991
1224,15.27860655973701,1.5902928202735143,5.138254973956862
1466,14.708208825110832,0.9984636511001889,3.0281937566645407
5,20.776538232421913,56.53010098876954,69.19254999999991
1223,15.27860655973701,1.5902928202735143,5.138254973956862
1465,14.708208825110832,0.9984636511001889,3.0281937566645407
6,20.750893725585797,56.48583750000123,69.19254999999991
1222,15.27860655973701,1.5902928202735143,5.138254973956862
1464,14.708208825110832,0.9984636511001889,3.0281937566645407
7,20.750893725585797,56.48583750000123,69.19254999999991
1221,15.27860655973701,1.5902928202735143,5.138254973956862
1463,14.708208825110832,0.9984636511001889,3.0281937566645407
8,20.57373507061004,54.02034942626953,69.19254999999991
800,16.842955578250482,3.5852528602115283,9.002858031571215
9,20.57373507061004,54.02034942626953,69.19254999999991
801,16.842955578250482,3.5852528602115283,9.002858031571215
802,16.837926954319244,3.5852528602115283,9.002858031571215
803,16.837926954319244,3.5852528602115283,9.002858031571215
804,16.837926954319244,3.5852528602115283,9.002858031571215
805,16.837926954319244,3.5852528602115283,9.002858031571215
806,16.837926954319244,3.5852528602115283,9.002858031571215
807,16.837926954319244,3.5852528602115283,8.962565298957827
1229,15.27860655973701,1.5902928202735143,4.674185158550241
808,16.815827848016546,2.7020823191709042,8.96256481148322
809,16.815827848016546,2.702059031116099,8.962562179046994
1000,16.058539070418032,2.122223496163601,8.36866565793326
1242,15.21565678493215,1.4567498293975796,4.592448016030976
1484,14.675992164541578,0.9984636511001889,3.0281937566645407
1241,15.21565678493215,1.4567498293975796,4.592448016030976
1483,14.675992164541578,0.9984636511001889,3.0281937566645407
1240,15.21565678493215,1.4567498293975796,4.5924487831781295
1482,14.675992164541578,0.9984636511001889,3.0281937566645407
1481,14.675992164541578,0.9984636511001889,3.0281937566645407
1480,14.675992164541578,0.9984636511001889,3.0281937566645407
1239,15.21565678493215,1.4569879402918624,4.5924487831781295
1238,15.21565678493215,1.4572506096204894,4.592454095217792
1237,15.21565678493215,1.4572506096204894,4.592755001172282
1479,14.68503025855382,0.9984636511001889,3.0281937566645407
1236,15.21565678493215,1.4580772357139034,4.592755001172282
1478,14.68503025855382,0.9984636511001889,3.0281937566645407
1235,15.259632646355794,1.5902928202735143,4.592755001172282
1477,14.68503025855382,0.9984636511001889,3.0281937566645407
1234,15.259632646355794,1.5902928202735143,4.592755001172282
1476,14.68503025855382,0.9984636511001889,3.0281937566645407
1233,15.259632646355794,1.5902928202735143,4.594274141523972
1475,14.692188599077905,0.9984636511001889,3.0281937566645407
810,16.788519592690974,2.702059031116099,8.962562179046994
1232,15.259632646355794,1.5902928202735143,4.59450015880399
1474,14.692188599077905,0.9984636511001889,3.0281937566645407
811,16.788519592690974,2.7001800572064703,8.96255750684737
812,16.788519592690974,2.7001800572064703,8.96255750684737
813,16.788519592690974,2.700169063981351,8.962557312172644
814,16.783277831268997,2.700169063981351,8.962557312172644
815,16.783277831268997,2.700169063981351,8.962557312172644
816,16.783277831268997,2.7001544063281684,8.962557312172644
817,16.783277831268997,2.7001544063281684,8.962557312172644
818,16.783277831268997,2.7001544063281684,8.962557312172644
819,16.783277831268997,2.700150302181241,8.962557312172644
1011,15.99864086912817,2.121974093010075,8.36866565793326
1253,15.208481928481593,1.4567498293975796,4.472691485580637
1495,14.64016179308322,0.9984636511001889,3.0281937566645407
1010,15.99864086912817,2.121974093010075,8.36866565793326
1252,15.208481928481593,1.4567498293975796,4.472744955419584
1494,14.64016179308322,0.9984636511001889,3.0281937566645407
1251,15.208481928481593,1.4567498293975796,4.592448016030976
1493,14.64016179308322,0.9984636511001889,3.0281937566645407
1250,15.21565678493215,1.4567498293975796,4.592448016030976
1492,14.64016179308322,0.9984636511001889,3.0281937566645407
1491,14.665203067198899,0.9984636511001889,3.0281937566645407
1490,14.66851868756923,0.9984636511001889,3.0281937566645407
1008,16.00620130322034,2.122223496163601,8.36866565793326
1007,16.016246144406722,2.122223496163601,8.36866565793326
1249,15.21565678493215,1.4567498293975796,4.592448016030976
1006,16.016246144406722,2.122223496163601,8.36866565793326
1248,15.21565678493215,1.4567498293975796,4.592448016030976
1005,16.046736780380456,2.122223496163601,8.36866565793326
1247,15.21565678493215,1.4567498293975796,4.592448016030976
1489,14.66983174498889,0.9984636511001889,3.0281937566645407
1004,16.046736780380456,2.122223496163601,8.36866565793326
1246,15.21565678493215,1.4567498293975796,4.592448016030976
1488,14.66983174498889,0.9984636511001889,3.0281937566645407
1003,16.046736780380456,2.122223496163601,8.36866565793326
1245,15.21565678493215,1.4567498293975796,4.592448016030976
1487,14.66983174498889,0.9984636511001889,3.0281937566645407
820,16.744545210929115,2.700150302181241,8.962557312172644
1002,16.046736780380456,2.122223496163601,8.36866565793326
1244,15.21565678493215,1.4567498293975796,4.592448016030976
1486,14.66983174498889,0.9984636511001889,3.0281937566645407
821,16.744545210929115,2.700150302181241,8.962557312172644
1001,16.058539070418032,2.122223496163601,8.36866565793326
1243,15.21565678493215,1.4567498293975796,4.592448016030976
1485,14.66983174498889,0.9984636511001889,3.0281937566645407
822,16.744545210929115,2.700150302181241,8.962557312172644
823,16.744545210929115,2.700150302181241,8.962557312172644
824,16.744545210929115,2.700150302181241,8.962557312172644
825,16.744545210929115,2.700150302181241,8.962557312172644
826,16.744545210929115,2.700150302181241,8.962557312172644
827,16.697686089813686,2.700150302181241,8.962557312172644
828,16.697686089813686,2.7001495204387687,8.962557312172644
829,16.697686089813686,2.7001495204387687,8.962557312172644
1009,15.99864086912817,2.121974093010075,8.36866565793326
1022,15.985750754621144,2.121960800707177,8.317465847267838
1264,15.188442278590287,1.425988047698392,4.47266629863053
1021,15.985750754621144,2.121960800707177,8.36866565793326
1263,15.188442278590287,1.425988047698392,4.47266629863053
1020,15.985750754621144,2.121960800707177,8.36866565793326
1262,15.188442278590287,1.434639483950456,4.47266629863053
1261,15.188442278590287,1.434639483950456,4.47266629863053
1260,15.188442278590287,1.434639483950456,4.47266629863053
1019,15.985750754621144,2.121960800707177,8.36866565793326
1018,15.985750754621144,2.121974093010075,8.36866565793326
1017,15.985750754621144,2.121974093010075,8.36866565793326
1259,15.188442278590287,1.434639483950456,4.47266629863053
1016,15.985750754621144,2.121974093010075,8.36866565793326
1258,15.188442278590287,1.434639483950456,4.47266629863053
1015,15.99864086912817,2.121974093010075,8.36866565793326
1257,15.200357022118473,1.4480202201454824,4.47266629863053
1499,14.64016179308322,0.9984636511001889,3.0281937566645407
830,16.697686089813686,2.7001495204387687,8.962557312172644
1014,15.99864086912817,2.121974093010075,8.36866565793326
1256,15.200357022118473,1.4480202201454824,4.47266629863053
1498,14.64016179308322,0.9984636511001889,3.0281937566645407
831,16.678377038657203,2.7001495204387687,8.962557312172644
1013,15.99864086912817,2.121974093010075,8.36866565793326
1255,15.201553689403704,1.4562743215915044,4.4726665308765075
1497,14.64016179308322,0.9984636511001889,3.0281937566645407
832,16.678377038657203,2.7001495204387687,8.962557312172644
1012,15.99864086912817,2.121974093010075,8.36866565793326
1254,15.208481928481593,1.4562743215915044,4.4726665308765075
1496,14.64016179308322,0.9984636511001889,3.0281937566645407
833,16.678377038657203,2.7001495204387687,8.962557312172644
834,16.678377038657203,2.7001495204387687,8.962557312172644
835,16.678377038657203,2.7001495204387687,8.962557312172644
836,16.678377038657203,2.7001495204387687,8.962557312172644
837,16.678377038657203,2.7001495204387687,8.962557312172644
838,16.678377038657203,2.7001495204387687,8.962557312172644
839,16.678377038657203,2.7001495204387687,8.962557312172644
1033,15.951663119506515,2.0774634500791467,8.317465847267838
1275,15.171364838451211,1.4258713982044713,4.468957636614736
1032,15.951663119506515,2.0774634500791467,8.317465847267838
1274,15.171364838451211,1.4258713982044713,4.468957636614736
1031,15.951663119506515,2.0774634500791467,8.317465847267838
