Zyklus, bester Fitnesswert Real, Binaer1P, Binaer2P
1220,9.165773666825011,0.0,0.0
1462,9.165632688278636,0.0,0.0
1461,9.165632688278636,0.0,0.0
1460,9.165632688278636,0.0,0.0
1217,9.165773666825011,0.0,0.0
1459,9.165632688278636,0.0,0.0
1216,9.165773666895447,0.0,0.0
1458,9.165632688278636,0.0,0.0
1215,9.165773667011136,0.0,0.0
1457,9.165632688278636,0.0,0.0
1214,9.165773667011136,0.0,0.0
1456,9.165632688278636,0.0,0.0
1213,9.165773667089766,0.0,0.0
1455,9.165632688278636,0.0,0.0
1212,9.165773667089766,0.0,0.0
1454,9.165632688278636,0.0,0.0
1211,9.165773667089766,0.0,0.0
1453,9.165632688278636,0.0,0.0
1210,9.165773667089766,0.0,0.0
1452,9.165632688278636,0.0,0.0
1219,9.165773666825011,0.0,0.0
1218,9.165773666825011,0.0,0.0
1231,9.165773666824746,0.0,0.0
1473,9.165632688278489,0.0,0.0
1230,9.165773666824746,0.0,0.0
1472,9.165632688278489,0.0,0.0
1471,9.165632688278555,0.0,0.0
1470,9.165632688278627,0.0,0.0
0,67.76954056147682,67.76954056147682,67.76954056147682
1228,9.165773666824807,0.0,0.0
1,33.34427390933186,67.76954056147682,67.76954056147682
1227,9.165773666824807,0.0,0.0
1469,9.165632688278636,0.0,0.0
2,24.86823233638627,57.79166891617482,67.76954056147682
1226,9.165773666824867,0.0,0.0
1468,9.165632688278636,0.0,0.0
3,20.582584237322095,57.79166891617482,67.76954056147682
1225,9.165773666824867,0.0,0.0
1467,9.165632688278636,0.0,0.0
4,19.418887109917762,57.79166891617482,64.21731252486735
1224,9.165773666824867,0.0,0.0
1466,9.165632688278636,0.0,0.0
5,19.22375012188419,49.16980129324235,64.21731252486735
1223,9.165773666825011,0.0,0.0
1465,9.165632688278636,0.0,0.0
6,18.841490575805263,48.10040490860572,64.21731252486735
1222,9.165773666825011,0.0,0.0
1464,9.165632688278636,0.0,0.0
7,17.59217526295132,43.115333149574006,64.21731252486735
1221,9.165773666825011,0.0,0.0
1463,9.165632688278636,0.0,0.0
8,17.59217526295132,43.115333149574006,64.21731252486735
